"POPCTRRAuid","POPCTRRAdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"0001","2021S05100001","Acton","2","2",9377,3585,3519,9462,9462,3577,3512,"7.8376","0","0","0","35",,"535"
"0002","2021S05100002","Acton Vale","4","2",5220,2466,2394,5399,5617,2572,2472,"5.5772","1","0","0","24",,
"0003","2021S05100003","Airdrie","6","3",73578,26853,26124,61082,61082,22219,21488,"33.0346","0","0","0","48",,"825"
"0005","2021S05100005","Alençon","4","2",1585,755,721,1562,1567,716,692,"2.9775","1","0","0","24",,
"0006","2021S05100006","Alexandria","4","2",2906,1478,1416,2845,2845,1406,1339,"2.0689","0","0","0","35",,
"0007","2021S05100007","Alfred","4","2",1086,516,491,1185,1185,548,520,"0.8654","0","0","0","35",,
"0008","2021S05100008","Alliston","6","2",23253,8968,8739,18809,19092,7603,7436,"18.7782","1","0","0","35",,"535"
"0009","2021S05100009","Alma","1","2",20274,9987,9533,21406,21490,10181,9789,"15.9366","1","0","0","24",,"410"
"0010","2021S05100010","Almonte","2","2",6098,2810,2728,5039,5536,2466,2367,"4.158","1","0","0","35",,"505"
"0011","2021S05100011","Altona","4","2",4227,1759,1699,4167,4177,1687,1639,"4.8014","1","0","0","46",,
"0012","2021S05100012","Amherst","4","2",9548,4866,4545,9550,9550,4815,4440,"12.3766","0","0","0","12",,
"0014","2021S05100014","Amherstburg","6","2",15177,6210,6050,13910,14003,5685,5571,"13.6986","1","0","0","35",,"559"
"0015","2021S05100015","Amos","1","2",9281,4794,4542,10005,10005,4787,4572,"8.4278","0","0","0","24",,"481"
"0016","2021S05100016","Amqui","4","2",4560,2329,2219,4511,4729,2314,2241,"6.5328","1","0","0","24",,
"0018","2021S05100018","Angus - Borden CFB-BFC","1","2",14503,5158,5008,12640,12561,4447,4272,"14.1911","1","0","0","35",,"563"
"0019","2021S05100019","Antigonish","4","2",5620,3212,2664,5002,5079,2949,2316,"5.8808","1","0","0","12",,
"0020","2021S05100020","Armstrong","4","2",5323,2292,2217,5114,5114,2143,2132,"5.2185","0","0","0","59",,
"0021","2021S05100021","Arnprior","6","2",11305,5149,4982,10426,10426,4794,4565,"12.0892","0","0","0","35",,"505"
"0022","2021S05100022","Arthur","4","2",2628,1043,1007,2333,2556,1016,1002,"4.2425","1","0","0","35",,
"0023","2021S05100023","Asbestos","4","2",5623,2933,2805,5205,5388,2746,2595,"5.1715","1","0","0","24",,
"0024","2021S05100024","Ashcroft","4","2",1182,643,576,1084,1084,575,536,"2.0456","0","0","0","59",,
"0025","2021S05100025","Assiniboia","4","2",2333,1235,1069,2389,2389,1209,1100,"2.3856","0","0","0","47",,
"0028","2021S05100028","Atikokan","4","2",1929,1043,912,1944,1965,1020,909,"2.3667","1","0","0","35",,
"0030","2021S05100030","Aylmer","4","2",7975,3243,3131,7621,7753,3090,3020,"7.1987","1","0","0","35",,
"0031","2021S05100031","Ayr","2","2",5383,1871,1841,4171,4858,1669,1663,"5.7611","1","0","0","35",,"541"
"0036","2021S05100036","Baie-Comeau","2","2",9100,4487,4221,9610,9610,4523,4286,"11.2833","0","0","0","24",,"406"
"0037","2021S05100037","Baie-Saint-Paul","4","2",4308,2171,2068,4868,4868,2525,2301,"4.0281","0","0","0","24",,
"0038","2021S05100038","Golden","4","2",1143,509,456,1154,1154,578,494,"0.9295","0","0","0","35",,
"0040","2021S05100040","Banff","4","2",8305,3287,2930,7851,7851,2729,2543,"4.0834","0","0","0","48",,
"0041","2021S05100041","Barraute","4","2",1090,542,523,1099,1099,515,506,"1.3234","0","0","0","24",,
"0042","2021S05100042","Barrhead","4","2",4055,1874,1731,4387,4387,1925,1831,"4.7296","0","0","0","48",,
"0043","2021S05100043","Barrie","1","4",154676,59529,57533,145614,146394,55902,54144,"95.3318","1","0","0","35",,"568"
"0044","2021S05100044","Barry's Bay","4","2",1084,586,509,1259,1259,582,523,"2.2521","0","0","0","35",,
"0045","2021S05100045","Bathurst","1","2",15985,8360,7631,15557,15867,8209,7398,"27.915","1","0","0","13",,"328"
"0046","2021S05100046","Bay Roberts","4","2",6897,3184,2888,7100,6896,3039,2776,"16.8842","1","0","0","10",,
"0047","2021S05100047","Beauceville","4","2",3598,1743,1655,3769,3769,1784,1718,"6.0727","0","0","0","24",,
"0050","2021S05100050","Beaupré","4","2",6342,3560,2923,5889,6053,3155,2661,"11.2097","1","0","0","24",,
"0051","2021S05100051","Beausejour","4","2",3123,1475,1397,2895,3003,1420,1347,"3.1132","1","0","0","46",,
"0052","2021S05100052","Beaverlodge","4","2",2251,1010,914,2327,2440,1015,944,"3.3279","1","0","0","48",,
"0053","2021S05100053","Beaverton","4","2",3347,1456,1344,2822,2822,1311,1208,"4.8071","0","0","0","35",,
"0054","2021S05100054","Gentilly","2","2",1634,901,848,1673,1673,903,846,"1.6046","0","0","0","24",,"442"
"0056","2021S05100056","Bedford","4","2",2548,1319,1228,2550,2555,1277,1206,"3.8592","1","0","0","24",,
"0058","2021S05100058","Beeton","2","2",4151,1533,1510,3891,3891,1354,1345,"2.5019","0","0","0","35",,"535"
"0061","2021S05100061","Belleville","1","3",75052,33827,32433,67666,68859,31238,29896,"89.4826","1","0","0","35",,"522"
"0063","2021S05100063","Beloeil","6","3",52959,22212,21811,50845,51132,21043,20616,"26.4989","1","0","0","24",,"462"
"0067","2021S05100067","Berthierville","4","2",4677,2307,2241,4715,4715,2319,2178,"5.1053","0","0","0","24",,
"0069","2021S05100069","Berwick","4","2",2455,1087,1050,2449,2517,1076,1051,"4.3059","1","0","0","12",,
"0071","2021S05100071","Biggar","4","2",2045,996,911,2165,2165,1054,955,"1.51","0","0","0","47",,
"0072","2021S05100072","Bishop's Falls","4","2",3006,1498,1386,2581,3087,1472,1366,"6.8927","1","0","0","10",,
"0074","2021S05100074","Blairmore","4","2",1522,896,731,1545,1545,887,731,"2.0356","0","0","0","48",,
"0075","2021S05100075","Blenheim","2","2",4487,2110,2036,4344,4344,2023,1890,"4.6044","0","0","0","35",,"556"
"0076","2021S05100076","Blind River","4","2",2174,1142,1068,2284,2284,1240,1104,"3.8159","0","0","0","35",,
"0077","2021S05100077","Bobcaygeon","2","2",3576,1895,1740,3525,3525,1906,1714,"5.15","0","0","0","35",,"530"
"0078","2021S05100078","Boissevain","4","2",1567,733,697,1656,1656,744,707,"2.5351","0","0","0","46",,
"0079","2021S05100079","Saint-Martin","4","2",1672,784,731,1582,1592,754,719,"3.3684","1","0","0","24",,
"0080","2021S05100080","Bolton","6","2",26795,9158,8823,26378,26378,8602,8459,"20.7065","0","0","0","35",,"535"
"0081","2021S05100081","Bonaventure","4","2",1447,741,717,1439,1439,692,664,"2.8488","0","0","0","24",,
"0082","2021S05100082","Bonavista","4","2",2979,1628,1379,3140,3140,1616,1407,"4.3613","0","0","0","10",,
"0083","2021S05100083","Bonnyville","4","2",6359,2964,2518,5081,5858,2612,2215,"6.3974","1","0","0","48",,
"0084","2021S05100084","Botwood","4","2",2741,1374,1237,2763,2819,1281,1208,"5.5436","1","0","0","10",,
"0086","2021S05100086","Bow Island","4","2",1829,655,609,1773,1773,608,563,"1.3042","0","0","0","48",,
"0087","2021S05100087","Bowmanville - Newcastle","6","3",56742,21017,20486,39371,48929,18093,17837,"31.2314","1","0","0","35",,"532"
"0088","2021S05100088","Bracebridge","4","2",9884,4470,4269,9232,9232,4234,4062,"13.3836","0","0","0","35",,
"0089","2021S05100089","Bradford","6","3",38128,12210,11809,29862,30765,10229,9994,"16.1002","1","0","0","35",,"535"
"0091","2021S05100091","Brandon","1","3",50532,22320,21003,48324,48345,21286,20087,"28.7268","1","0","0","46",,"610"
"0092","2021S05100092","Brantford","1","4",104413,43130,41539,98179,98250,40995,39476,"62.1275","1","0","0","35",,"543"
"0094","2021S05100094","Bridgenorth - Chemong Park Area","2","2",3072,1321,1208,2945,2950,1306,1152,"6.984","1","0","0","35",,"529"
"0096","2021S05100096","Bridgewater","4","2",8790,4493,4260,8532,8532,4299,4077,"13.629","0","0","0","12",,
"0097","2021S05100097","Brighton","4","2",5847,2836,2713,5861,5879,2772,2704,"7.0175","1","0","0","35",,
"0098","2021S05100098","Brockville","1","2",22293,11163,10710,21854,21854,10893,10322,"18.6973","0","0","0","35",,"512"
"0101","2021S05100101","Brooks","1","2",14904,5483,5134,14436,14436,5406,5040,"12.7797","0","0","0","48",,"806"
"0105","2021S05100105","Bouctouche","4","2",1944,936,860,1722,1845,950,854,"4.8285","1","0","0","13",,
"0107","2021S05100107","Burgeo","4","2",1176,659,570,1307,1307,655,615,"2.0758","0","0","0","10",,
"0110","2021S05100110","Burns Lake","4","2",2117,864,791,1932,1942,784,724,"3.1175","1","0","0","59",,
"0111","2021S05100111","Cabano","4","2",2419,1244,1150,2438,2456,1243,1115,"3.0157","1","0","0","24",,
"0114","2021S05100114","Caledonia","4","2",12179,4434,4311,9674,9833,3556,3536,"9.18","1","0","0","35",,
"0115","2021S05100115","Calgary","1","4",1305550,530846,502138,1237656,1240413,490042,467133,"621.7176","1","0","0","48",,"825"
"0119","2021S05100119","Campbell River","1","3",38108,17246,16562,35138,35440,16032,15365,"33.0011","1","0","0","59",,"944"
"0121","2021S05100121","Campbellford","4","2",3372,1608,1510,3473,3473,1629,1546,"3.7184","0","0","0","35",,
"0122","2021S05100122","Campbellton","1","2",8833,4474,4156,10716,8790,4366,4010,"17.8032","1","0","0","13",,"330"
"0123","2021S05100123","Camrose","1","2",18454,8604,8003,18520,18520,8430,7968,"17.0989","0","0","0","48",,"833"
"0125","2021S05100125","Canmore","1","2",13268,7199,5514,11764,12021,6317,4814,"12.9614","1","0","0","48",,"828"
"0126","2021S05100126","Cannington","4","2",1839,757,727,1845,1845,732,717,"1.8065","0","0","0","35",,
"0127","2021S05100127","Canora","4","2",1763,948,829,1700,1725,900,833,"1.6636","1","0","0","47",,
"0129","2021S05100129","Cap-aux-Meules","4","2",2516,1173,1130,2028,2569,1153,1095,"6.1687","1","0","0","24",,
"0133","2021S05100133","Capreol","2","2",2919,1285,1257,2815,2920,1303,1254,"2.2555","1","0","0","35",,"580"
"0134","2021S05100134","Caraquet","4","2",3190,1579,1490,3108,3185,1528,1444,"7.7219","1","0","0","13",,
"0135","2021S05100135","Carberry","4","2",1823,850,797,1682,1748,839,773,"2.399","1","0","0","46",,
"0136","2021S05100136","Carbonear","4","2",6235,3118,2829,6520,6613,3062,2790,"11.155","1","0","0","10",,
"0137","2021S05100137","Cardinal","4","2",1770,863,831,1717,1717,842,790,"2.4418","0","0","0","35",,
"0138","2021S05100138","Cardston","4","2",3519,1268,1197,3258,3389,1211,1118,"3.8787","1","0","0","48",,
"0140","2021S05100140","Carleton Place","6","2",13940,5876,5741,11936,11970,4885,4756,"12.8877","1","0","0","35",,"505"
"0141","2021S05100141","Carlyle","4","2",1519,682,618,1503,1503,682,617,"2.1592","0","0","0","47",,
"0142","2021S05100142","Carman","4","2",2970,1395,1332,2980,3022,1426,1346,"2.85","1","0","0","46",,
"0143","2021S05100143","Carnduff","4","2",1125,520,423,1023,1023,442,404,"0.9687","0","0","0","47",,
"0144","2021S05100144","Casselman","4","2",3970,1635,1583,3563,3563,1486,1440,"5.1558","0","0","0","35",,
"0146","2021S05100146","Castlegar","4","2",10029,4442,4245,9023,9592,4358,4154,"19.0062","1","0","0","59",,
"0149","2021S05100149","Causapscal","4","2",1013,556,510,1041,1041,539,494,"1.7749","0","0","0","24",,
"0150","2021S05100150","Cayuga","4","2",1720,727,695,1713,1713,740,718,"2.1323","0","0","0","35",,
"0154","2021S05100154","Chandler","4","2",2189,1136,1082,2285,2285,1124,1064,"1.9262","0","0","0","24",,
"0155","2021S05100155","Channel-Port aux Basques","4","2",3127,1644,1500,3665,3665,1797,1697,"5.1668","0","0","0","10",,
"0156","2021S05100156","Chapais","4","2",1289,625,572,1318,1318,661,589,"1.0331","0","0","0","24",,
"0157","2021S05100157","Chapleau","4","2",1144,612,543,1170,1170,675,551,"0.5929","0","0","0","35",,
"0159","2021S05100159","Charlottetown","1","3",52390,24116,22617,44739,48054,22066,20762,"57.561","1","0","0","11",,"105"
"0161","2021S05100161","Chase","2","2",2377,1238,1166,2263,2263,1158,1078,"2.3332","0","0","0","59",,"925"
"0162","2021S05100162","Château-Richer","2","2",2482,1123,1073,1503,2396,1031,991,"3.538","1","0","0","24",,"421"
"0167","2021S05100167","Chatham","1","3",45171,20559,19735,43550,43550,19829,18958,"31.2093","0","0","0","35",,"556"
"0169","2021S05100169","Chemainus","2","2",4033,2099,2016,3021,3612,1917,1787,"5.8193","1","0","0","59",,"937"
"0170","2021S05100170","Chesley","4","2",1879,866,809,1843,1843,873,795,"1.9117","0","0","0","35",,
"0171","2021S05100171","Chester","4","2",1371,840,674,1458,1362,911,660,"3.2297","1","0","0","12",,
"0172","2021S05100172","Chesterville","4","2",1564,651,636,1677,1677,699,678,"1.8621","0","0","0","35",,
"0175","2021S05100175","Chibougamau","4","2",6491,3200,2895,6862,6862,3215,2994,"6.0037","0","0","0","24",,
"0176","2021S05100176","Chicoutimi - Jonquière","1","4",103934,52088,49552,104222,104741,51177,48659,"94.5621","1","0","0","24",,"408"
"0177","2021S05100177","Chilliwack","1","3",81622,34302,33030,73161,73171,30907,29690,"56.0238","1","0","0","59",,"930"
"0182","2021S05100182","Clarenville-Shoal Harbour","4","2",6143,2854,2573,5809,5828,2613,2329,"12.4608","1","0","0","10",,
"0183","2021S05100183","Claresholm","4","2",3434,1641,1532,3424,3424,1602,1507,"2.6836","0","0","0","48",,
"0186","2021S05100186","Clermont","4","2",2693,1309,1258,2765,2765,1330,1258,"3.7232","0","0","0","24",,
"0187","2021S05100187","Clinton","4","2",3113,1452,1390,3049,3049,1426,1380,"2.8949","0","0","0","35",,
"0188","2021S05100188","Coaldale","2","2",8592,3272,3181,8153,8153,3036,2977,"5.8413","0","0","0","48",,"810"
"0189","2021S05100189","Coaticook","4","2",6333,3093,2975,6524,6524,3042,2968,"8.695","0","0","0","24",,
"0190","2021S05100190","Cobourg","1","2",19830,9213,8844,19031,19031,8788,8471,"15.5749","0","0","0","35",,"527"
"0191","2021S05100191","Cochrane","6","3",31638,12341,11882,25289,25501,10071,9624,"23.7057","1","0","0","48",,"825"
"0192","2021S05100192","Cochrane","4","2",3774,1748,1626,3648,3669,1658,1560,"3.6579","1","0","0","35",,
"0193","2021S05100193","Colborne","4","2",1474,696,668,1577,1577,717,708,"1.7391","0","0","0","35",,
"0198","2021S05100198","Collingwood","1","2",22983,12133,10314,20102,20213,10661,8846,"16.3799","1","0","0","35",,"567"
"0201","2021S05100201","Contrecoeur","4","2",7768,3446,3346,6236,6273,2895,2800,"6.2493","1","0","0","24",,
"0204","2021S05100204","Corner Brook","1","2",19129,9451,8775,19547,19546,9265,8655,"21.6044","1","0","0","10",,"015"
"0205","2021S05100205","Cornwall","1","3",47286,21999,21189,45723,46114,21473,20754,"32.3966","1","0","0","35",,"501"
"0207","2021S05100207","Courtenay","1","3",48917,22691,21901,45018,45314,21042,20401,"56.5796","1","0","0","59",,"943"
"0208","2021S05100208","Cowansville","1","2",13334,6684,6427,11809,12028,5839,5573,"16.3549","1","0","0","24",,"437"
"0209","2021S05100209","Crabtree","4","2",2802,1209,1172,3004,3025,1339,1308,"2.0199","1","0","0","24",,
"0210","2021S05100210","Cranbrook","1","2",20008,8831,8558,19259,19641,8609,8362,"16.323","1","0","0","59",,"905"
"0212","2021S05100212","Creston","4","2",5459,2741,2604,5226,5236,2682,2533,"6.0392","1","0","0","59",,
"0213","2021S05100213","Cumberland","2","2",4190,1809,1732,3600,3600,1542,1503,"3.9121","0","0","0","59",,"943"
"0214","2021S05100214","Dalhousie","4","2",2372,1276,1150,2351,2351,1294,1145,"2.5576","0","0","0","13",,
"0215","2021S05100215","Dauphin","4","2",8034,3877,3619,8095,8233,3852,3531,"7.9515","1","0","0","46",,
"0217","2021S05100217","Dawson Creek","1","2",11706,5817,5094,11574,11621,5693,4801,"12.3425","1","0","0","59",,"975"
"0218","2021S05100218","Deep River","4","2",3860,1852,1748,3658,3782,1826,1703,"4.3071","1","0","0","35",,
"0219","2021S05100219","Deer Lake","4","2",4346,2066,1920,4602,4632,2017,1906,"8.2029","1","0","0","10",,
"0220","2021S05100220","Dégelis","4","2",1751,934,876,1798,1798,942,878,"2.1679","0","0","0","24",,
"0221","2021S05100221","Delhi","2","2",5344,2357,2279,4240,5069,2228,2152,"3.8331","1","0","0","35",,"547"
"0225","2021S05100225","Deseronto","4","2",1598,732,658,1645,1645,716,684,"1.2694","0","0","0","35",,
"0226","2021S05100226","Devon","2","2",6545,2588,2496,6578,6578,2493,2415,"14.2554","0","0","0","48",,"835"
"0227","2021S05100227","Didsbury","4","2",5024,2138,2028,5222,5206,2092,2007,"5.4311","1","0","0","48",,
"0229","2021S05100229","Digby","4","2",2001,1133,1030,2060,2060,1145,1036,"3.1563","0","0","0","12",,
"0230","2021S05100230","Disraeli","4","2",2228,1266,1175,2212,2212,1245,1150,"2.5929","0","0","0","24",,
"0231","2021S05100231","Dolbeau","1","2",10849,5346,5017,11388,11494,5234,5072,"10.4881","1","0","0","24",,"411"
"0233","2021S05100233","Donnacona","4","2",8952,4145,4015,8418,8564,3911,3817,"9.7827","1","0","0","24",,
"0237","2021S05100237","Drayton Valley","4","2",6970,3105,2762,6867,6867,2955,2636,"7.2183","0","0","0","48",,
"0238","2021S05100238","Dresden","2","2",2401,1070,1039,2451,2451,1075,1037,"2.7811","0","0","0","35",,"556"
"0239","2021S05100239","Drumheller","4","2",6497,3096,2804,6439,6439,3006,2767,"9.4814","0","0","0","48",,
"0240","2021S05100240","Drummondville","1","3",72089,34938,33834,68601,68634,32574,31331,"52.3043","1","0","0","24",,"447"
"0241","2021S05100241","Dryden","4","2",5355,2647,2475,5586,5596,2585,2482,"6.5274","1","0","0","35",,
"0243","2021S05100243","Duncan","1","2",24358,11013,10552,23278,23559,10573,10091,"22.7484","1","0","0","59",,"937"
"0244","2021S05100244","Dundalk","4","2",2803,1055,997,2046,2046,816,797,"2.4127","0","0","0","35",,
"0246","2021S05100246","Dunnville","4","2",5907,2735,2584,5759,5759,2609,2535,"5.4351","0","0","0","35",,
"0248","2021S05100248","Durham","4","2",2755,1245,1191,2609,2609,1196,1152,"3.2427","0","0","0","35",,
"0250","2021S05100250","East Angus","4","2",3678,1640,1578,3472,3502,1570,1528,"4.8953","1","0","0","24",,
"0251","2021S05100251","East Broughton","4","2",1866,880,842,1832,1866,871,831,"1.5748","1","0","0","24",,
"0252","2021S05100252","Edmonton","1","4",1151635,484165,449923,1062643,1070998,439676,411634,"627.1976","1","0","0","48",,"835"
"0253","2021S05100253","Edmundston","1","2",13125,6629,6260,12086,12945,6452,6034,"19.061","1","0","0","13",,"335"
"0254","2021S05100254","Edson","4","2",8166,3684,3306,8148,8148,3659,3262,"10.7038","0","0","0","48",,
"0256","2021S05100256","Eganville","4","2",1149,570,527,1022,1085,528,489,"2.261","1","0","0","35",,
"0257","2021S05100257","Elliot Lake","1","2",10998,5993,5664,10498,10503,6015,5399,"10.2655","1","0","0","35",,"582"
"0258","2021S05100258","Elmira","6","2",10790,4173,4103,10161,10273,3924,3873,"8.1536","1","0","0","35",,"541"
"0259","2021S05100259","Elmvale","2","2",2520,1064,1037,2314,2314,1010,969,"1.9763","0","0","0","35",,"568"
"0260","2021S05100260","Embrun","2","2",8680,3278,3229,6918,6968,2556,2482,"10.1838","1","0","0","35",,"505"
"0262","2021S05100262","Enderby","4","2",3028,1508,1436,2964,2964,1443,1391,"4.2626","0","0","0","59",,
"0264","2021S05100264","Englehart","4","2",1371,684,648,1418,1418,674,657,"1.3093","0","0","0","35",,
"0265","2021S05100265","Erin","4","2",2725,1035,1008,2647,2647,1020,1011,"4.0984","0","0","0","35",,
"0266","2021S05100266","Les Escoumins","4","2",1274,652,617,1339,1339,640,610,"1.6077","0","0","0","24",,
"0267","2021S05100267","Espanola","4","2",3986,1881,1793,3693,3714,1807,1695,"3.8679","1","0","0","35",,
"0268","2021S05100268","Essex","2","2",8233,3411,3304,7446,7446,3126,3068,"5.5588","0","0","0","35",,"559"
"0269","2021S05100269","Esterhazy","4","2",2191,1288,1000,2367,2367,1272,1056,"2.4673","0","0","0","47",,
"0270","2021S05100270","Estevan","1","2",10629,5258,4493,11258,11316,5273,4619,"9.4258","1","0","0","47",,"750"
"0272","2021S05100272","Exeter","4","2",4863,2200,2139,4649,4649,2098,2009,"4.3921","0","0","0","35",,
"0274","2021S05100274","Fairview","4","2",2427,1183,1051,2598,2598,1201,1098,"2.2633","0","0","0","48",,
"0276","2021S05100276","Farnham","4","2",7869,3758,3538,6731,6772,3261,3016,"5.931","1","0","0","24",,
"0277","2021S05100277","Fenelon Falls","2","2",2490,1466,1183,2464,2464,1447,1128,"3.9793","0","0","0","35",,"530"
"0278","2021S05100278","Fergus","1","2",23209,9403,9158,20767,20928,8301,8197,"18.3099","1","0","0","35",,"531"
"0279","2021S05100279","Ferme-Neuve","4","2",1663,851,811,1706,1706,822,783,"1.603","0","0","0","24",,
"0280","2021S05100280","Fernie","4","2",5519,2789,2282,4850,4860,2707,2058,"4.4928","1","0","0","59",,
"0282","2021S05100282","Flin Flon","4","2",4722,2441,2180,4791,4810,2493,2173,"3.7401","1","0","0","46","47",
"0283","2021S05100283","Foam Lake","4","2",1070,525,488,1022,1022,538,476,"1.4058","0","0","0","47",,
"0285","2021S05100285","Forest","4","2",2429,1128,1085,2277,2277,1006,945,"2.3292","0","0","0","35",,
"0286","2021S05100286","Forestville","4","2",2193,1209,1131,2333,2333,1211,1132,"2.8976","0","0","0","24",,
"0290","2021S05100290","Fort Frances","4","2",7159,3631,3311,7420,7420,3603,3316,"7.2884","0","0","0","35",,
"0291","2021S05100291","Fort Macleod","4","2",3038,1356,1261,2708,2718,1318,1134,"2.2835","1","0","0","48",,
"0292","2021S05100292","Fort McMurray","1","3",68002,28670,24505,66573,67123,28797,24124,"52.1682","1","0","0","48",,"860"
"0293","2021S05100293","Fort Nelson","4","2",2611,1622,1173,3366,3371,1682,1424,"5.0218","1","0","0","59",,
"0294","2021S05100294","Fort Qu'Appelle","4","2",1866,881,802,1920,1920,906,856,"2.0909","0","0","0","47",,
"0297","2021S05100297","Fort St. James","4","2",1497,697,619,1510,1721,796,683,"3.2152","1","0","0","59",,
"0298","2021S05100298","Fort St. John","1","2",21123,9868,8653,19897,20026,9424,7899,"14.8863","1","0","0","59",,"977"
"0299","2021S05100299","Fort-Coulonge","4","2",2263,970,929,2359,2369,993,948,"3.8313","1","0","0","24",,
"0301","2021S05100301","Fox Creek","4","2",1426,834,574,1720,1730,911,678,"1.3604","1","0","0","48",,
"0302","2021S05100302","Saint-Apollinaire","2","2",4933,2095,2049,3335,3335,1503,1423,"4.4316","0","0","0","24",,"421"
"0303","2021S05100303","Frankford","2","2",3079,1308,1268,2825,2825,1207,1178,"2.9132","0","0","0","35",,"522"
"0305","2021S05100305","Fredericton","1","3",64614,30406,28989,59405,61014,29490,26994,"89.6047","1","0","0","13",,"320"
"0306","2021S05100306","Iqaluit","4","2",6991,3093,2542,7082,7323,3180,2591,"10.482","1","0","0","62",,
"0310","2021S05100310","Gananoque","4","2",5383,2767,2562,5159,5159,2516,2404,"7.0051","0","0","0","35",,
"0311","2021S05100311","Gander","1","2",9918,4604,4285,10220,10220,4593,4347,"13.6378","0","0","0","10",,"011"
"0314","2021S05100314","Georgetown","6","3",44058,15501,15266,42123,42326,14741,14505,"25.7048","1","0","0","35",,"535"
"0315","2021S05100315","Geraldton","4","2",1761,889,798,1828,1838,964,846,"2.641","1","0","0","35",,
"0316","2021S05100316","Gibsons","4","2",9603,4845,4401,9132,9199,4521,4219,"14.1145","1","0","0","59",,
"0317","2021S05100317","Gimli","4","2",2345,1508,1119,2246,2251,1454,1048,"3.0232","1","0","0","46",,
"0318","2021S05100318","Glace Bay","2","2",16915,8320,7680,17556,17604,8357,7799,"31.186","1","0","0","12",,"225"
"0321","2021S05100321","Glencoe","4","2",2158,992,956,2126,2126,982,939,"2.6643","0","0","0","35",,
"0324","2021S05100324","Goderich","4","2",7728,3811,3591,7536,7536,3625,3439,"4.5132","0","0","0","35",,
"0326","2021S05100326","Golden","4","2",3640,1709,1566,3240,3403,1588,1451,"6.1195","1","0","0","59",,
"0328","2021S05100328","Granby","1","3",62624,30176,29320,59691,59706,28352,27486,"48.3921","1","0","0","24",,"450"
"0329","2021S05100329","Grand Bank","4","2",2071,1136,1011,2230,2230,1128,1022,"2.2397","0","0","0","10",,
"0330","2021S05100330","Grand Centre","4","2",7514,3390,2968,7256,7256,3407,2730,"18.0712","0","0","0","48",,
"0331","2021S05100331","Grand Falls / Grand-Sault","4","2",4349,2262,2127,4221,4490,2260,2117,"7.1746","1","0","0","13",,
"0332","2021S05100332","Grand Falls-Windsor","1","2",11986,5816,5372,12046,12519,5761,5459,"12.3415","1","0","0","10",,"010"
"0333","2021S05100333","Grand Forks","4","2",4166,1985,1893,3953,4100,1965,1886,"8.2053","1","0","0","59",,
"0335","2021S05100335","Grande Cache","4","2",3037,1370,1120,3286,3286,1583,1169,"3.7246","0","0","0","48",,
"0336","2021S05100336","Grande Prairie","1","3",63172,27098,24514,62320,62382,25973,23467,"49.7354","1","0","0","48",,"850"
"0337","2021S05100337","Grande-Rivière","4","2",1330,733,698,1517,1517,822,778,"3.3142","0","0","0","24",,
"0339","2021S05100339","Gravenhurst","4","2",5789,2732,2569,5349,5660,2707,2468,"6.3194","1","0","0","35",,
"0342","2021S05100342","Grimshaw","4","2",2519,1185,1040,2599,2599,1129,1007,"4.1317","0","0","0","48",,
"0343","2021S05100343","Guelph","1","4",144356,59899,56666,132397,132705,56190,52370,"79.5677","1","0","0","35",,"550"
"0346","2021S05100346","Hagersville","4","2",3059,1326,1289,2939,2939,1248,1226,"3.1486","0","0","0","35",,
"0347","2021S05100347","Haileybury","4","2",3247,1558,1449,3266,3281,1566,1425,"3.0049","1","0","0","35",,
"0348","2021S05100348","Halifax","1","4",348634,162336,154883,316701,317334,150569,140190,"238.2907","1","0","0","12",,"205"
"0349","2021S05100349","Hamilton","1","4",729560,300424,288383,693645,693362,286535,274412,"356.0297","1","0","0","35",,"537"
"0350","2021S05100350","Hampton","2","2",3499,1421,1370,3436,3436,1336,1298,"7.7274","0","0","0","13",,"310"
"0351","2021S05100351","Hanna","4","2",2234,1187,1031,2332,2332,1179,1084,"2.2903","0","0","0","48",,
"0352","2021S05100352","Hanover","4","2",7761,3690,3348,7413,7507,3330,3264,"7.1423","1","0","0","35",,
"0353","2021S05100353","Hantsport","4","2",1542,735,703,1560,1560,713,684,"2.8941","0","0","0","12",,
"0354","2021S05100354","Happy Valley-Goose Bay","4","2",6996,2936,2698,6408,6678,2699,2525,"10.1695","1","0","0","10",,
"0359","2021S05100359","Harriston","4","2",1887,732,702,1797,1797,732,702,"1.3049","0","0","0","35",,
"0360","2021S05100360","Harrow","2","2",2562,1039,1012,2710,2710,1110,1078,"2.856","0","0","0","35",,"559"
"0363","2021S05100363","Havelock","4","2",1055,486,443,1175,1175,532,512,"1.1524","0","0","0","35",,
"0364","2021S05100364","Havre-Saint-Pierre","4","2",2890,1364,1235,2925,3015,1396,1241,"2.1834","1","0","0","24",,
"0365","2021S05100365","Hawkesbury","1","2",11755,6139,5867,11715,11732,5991,5649,"10.8197","1","0","0","35","24","502"
